chave_coluna_lista,nivel_linha,campo_api_frontend,campo_prisma_pedido,campo_prisma_item,campo_propagacao_pai,tabela_postgres,tipo_prisma,tipo_comportamento_lista,grupo_coluna_lista,label_cabecalho_tela,tooltip_titulo_tela,armazenamento_banco,back_patch_campo,origem_dado
,pedido,,data_documento_invoice_pedido,,data_documento_invoice_item,pedido,DateTime,,,Data do Documento Invoice,,coluna_prisma_sem_lista,data_documento_invoice_pedido,somente_prisma
,pedido,,data_documento_pedido,,data_documento_item,pedido,DateTime,,,Data do Documento,,coluna_prisma_sem_lista,data_documento_pedido,somente_prisma
,pedido,,data_documento_proforma_pedido,,data_documento_proforma_item,pedido,DateTime,,,Data do Documento Proforma,,coluna_prisma_sem_lista,data_documento_proforma_pedido,somente_prisma
,pedido,,data_embarque_origem,,,pedido,DateTime,,,Data de Embarque na Origem,,coluna_prisma_sem_lista,data_embarque_origem,somente_prisma
data_emissao_pedido,pedido,data_emissao_pedido,data_emissao_pedido,,data_emissao_item,pedido,DateTime,alfanumerico,Datas,Data do Pedido,Data do Pedido,coluna_pedido,data_emissao_pedido,lista_gtv
,pedido,,data_exclusao_pedido,,,pedido,DateTime,,,,,coluna_prisma_sem_lista,data_exclusao_pedido,somente_prisma
,pedido,,data_invoice,,,pedido,DateTime,,,Data da Invoice,,coluna_prisma_sem_lista,data_invoice,somente_prisma
,pedido,,data_meta_aprovacao_rascunho_invoice_pedido,,data_meta_aprovacao_rascunho_invoice_item,pedido,DateTime,,,Draft Invoice — Meta Aprovacao,,coluna_prisma_sem_lista,data_meta_aprovacao_rascunho_invoice_pedido,somente_prisma
,pedido,,data_meta_aprovacao_rascunho_pedido,,data_meta_aprovacao_rascunho_item,pedido,DateTime,,,Draft Pedido — Meta Aprovacao,,coluna_prisma_sem_lista,data_meta_aprovacao_rascunho_pedido,somente_prisma
,pedido,,data_meta_aprovacao_rascunho_proforma_pedido,,data_meta_aprovacao_rascunho_proforma_item,pedido,DateTime,,,Draft Proforma — Meta Aprovacao,,coluna_prisma_sem_lista,data_meta_aprovacao_rascunho_proforma_pedido,somente_prisma
,pedido,,data_meta_coleta_pedido,,data_meta_coleta_item,pedido,DateTime,,,Data Meta — Coleta,,coluna_prisma_sem_lista,data_meta_coleta_pedido,somente_prisma
,pedido,,data_meta_envio_original_invoice_pedido,,data_meta_envio_original_invoice_item,pedido,DateTime,,,Original Invoice — Meta Envio,,coluna_prisma_sem_lista,data_meta_envio_original_invoice_pedido,somente_prisma
,pedido,,data_meta_envio_original_proforma_pedido,,data_meta_envio_original_proforma_item,pedido,DateTime,,,Original Proforma — Meta Envio,,coluna_prisma_sem_lista,data_meta_envio_original_proforma_pedido,somente_prisma
,pedido,,data_meta_inspecao_pedido,,data_meta_inspecao_item,pedido,DateTime,,,Data Meta — Inspecao,,coluna_prisma_sem_lista,data_meta_inspecao_pedido,somente_prisma
,pedido,,data_meta_pedido_pronto,,data_meta_item_pronto,pedido,DateTime,,,Data Meta — Pedido Pronto,,coluna_prisma_sem_lista,data_meta_pedido_pronto,somente_prisma
,pedido,,data_meta_recebimento_original_invoice_pedido,,data_meta_recebimento_original_invoice_item,pedido,DateTime,,,Original Invoice — Meta Recebimento,,coluna_prisma_sem_lista,data_meta_recebimento_original_invoice_pedido,somente_prisma
,pedido,,data_meta_recebimento_original_proforma_pedido,,data_meta_recebimento_original_proforma_item,pedido,DateTime,,,Original Proforma — Meta Recebimento,,coluna_prisma_sem_lista,data_meta_recebimento_original_proforma_pedido,somente_prisma
,pedido,,data_meta_recebimento_rascunho_invoice_pedido,,data_meta_recebimento_rascunho_invoice_item,pedido,DateTime,,,Draft Invoice — Meta Recebimento,,coluna_prisma_sem_lista,data_meta_recebimento_rascunho_invoice_pedido,somente_prisma
,pedido,,data_meta_recebimento_rascunho_pedido,,data_meta_recebimento_rascunho_item,pedido,DateTime,,,Draft Pedido — Meta Recebimento,,coluna_prisma_sem_lista,data_meta_recebimento_rascunho_pedido,somente_prisma
,pedido,,data_meta_recebimento_rascunho_proforma_pedido,,data_meta_recebimento_rascunho_proforma_item,pedido,DateTime,,,Draft Proforma — Meta Recebimento,,coluna_prisma_sem_lista,data_meta_recebimento_rascunho_proforma_pedido,somente_prisma
,pedido,,data_previsao_aprovacao_rascunho_invoice_pedido,,data_previsao_aprovacao_rascunho_invoice_item,pedido,DateTime,,,Draft Invoice — Prev. Aprovacao,,coluna_prisma_sem_lista,data_previsao_aprovacao_rascunho_invoice_pedido,somente_prisma
,pedido,,data_previsao_aprovacao_rascunho_pedido,,data_previsao_aprovacao_rascunho_item,pedido,DateTime,,,Draft Pedido — Prev. Aprovacao,,coluna_prisma_sem_lista,data_previsao_aprovacao_rascunho_pedido,somente_prisma
,pedido,,data_previsao_aprovacao_rascunho_proforma_pedido,,data_previsao_aprovacao_rascunho_proforma_item,pedido,DateTime,,,Draft Proforma — Prev. Aprovacao,,coluna_prisma_sem_lista,data_previsao_aprovacao_rascunho_proforma_pedido,somente_prisma
,pedido,,data_previsao_envio_original_invoice_pedido,,data_previsao_envio_original_invoice_item,pedido,DateTime,,,Original Invoice — Prev. Envio,,coluna_prisma_sem_lista,data_previsao_envio_original_invoice_pedido,somente_prisma
,pedido,,data_previsao_envio_original_proforma_pedido,,data_previsao_envio_original_proforma_item,pedido,DateTime,,,Original Proforma — Prev. Envio,,coluna_prisma_sem_lista,data_previsao_envio_original_proforma_pedido,somente_prisma
,pedido,,data_previsao_recebimento_original_invoice_pedido,,data_previsao_recebimento_original_invoice_item,pedido,DateTime,,,Original Invoice — Prev. Recebimento,,coluna_prisma_sem_lista,data_previsao_recebimento_original_invoice_pedido,somente_prisma
,pedido,,data_previsao_recebimento_original_proforma_pedido,,data_previsao_recebimento_original_proforma_item,pedido,DateTime,,,Original Proforma — Prev. Recebimento,,coluna_prisma_sem_lista,data_previsao_recebimento_original_proforma_pedido,somente_prisma
,pedido,,data_previsao_recebimento_rascunho_invoice_pedido,,data_previsao_recebimento_rascunho_invoice_item,pedido,DateTime,,,Draft Invoice — Prev. Recebimento,,coluna_prisma_sem_lista,data_previsao_recebimento_rascunho_invoice_pedido,somente_prisma
,pedido,,data_previsao_recebimento_rascunho_pedido,,data_previsao_recebimento_rascunho_item,pedido,DateTime,,,Draft Pedido — Prev. Recebimento,,coluna_prisma_sem_lista,data_previsao_recebimento_rascunho_pedido,somente_prisma
,pedido,,data_previsao_recebimento_rascunho_proforma_pedido,,data_previsao_recebimento_rascunho_proforma_item,pedido,DateTime,,,Draft Proforma — Prev. Recebimento,,coluna_prisma_sem_lista,data_previsao_recebimento_rascunho_proforma_pedido,somente_prisma
,pedido,,data_prevista_coleta_pedido,,data_prevista_coleta_item,pedido,DateTime,,,Data Prevista — Coleta,,coluna_prisma_sem_lista,data_prevista_coleta_pedido,somente_prisma
,pedido,,data_prevista_inspecao_pedido,,data_prevista_inspecao_item,pedido,DateTime,,,Data Prevista — Inspecao,,coluna_prisma_sem_lista,data_prevista_inspecao_pedido,somente_prisma
,pedido,,data_prevista_pedido_pronto,,data_prevista_item_pronto,pedido,DateTime,,,Data Prevista — Pedido Pronto,,coluna_prisma_sem_lista,data_prevista_pedido_pronto,somente_prisma
,pedido,,data_proforma_invoice,,,pedido,DateTime,,,Data da Proforma Invoice,,coluna_prisma_sem_lista,data_proforma_invoice,somente_prisma
,pedido,,data_transferencia_saldo_pedido,,data_transferencia_saldo_item,pedido,DateTime,,,Data de Transferencia de Saldo,,coluna_prisma_sem_lista,data_transferencia_saldo_pedido,somente_prisma
departamento_contato_exportador,pedido,departamento_contato_exportador,,,,pedido,,,Partes,Departamento do Contato no Exportador,Departamento do Contato no Exportador,json_extras_ou_detalhes_operacionais,departamento_contato_exportador,lista_gtv
descricao_item,pedido,descricao_item,,descricao_item,,pedido_item,String,alfanumerico,Identificação,Descrição Item,Descrição do Item,ghost_agregado_ou_unico_itens,descricao_item,lista_gtv
,pedido,,detalhes_operacionais_pedido,,,pedido,Json,,,,,coluna_prisma_sem_lista,detalhes_operacionais_pedido,somente_prisma
email_contato_exportador,pedido,email_contato_exportador,,,,pedido,,,Partes,Email do Exportador,Email do Contato no Exportador,json_extras_ou_detalhes_operacionais,email_contato_exportador,lista_gtv
email_ope,pedido,email_ope,,,,pedido,,,Partes,Email do OPE,Email do OPE,json_extras_ou_detalhes_operacionais,email_ope,lista_gtv
endereco_exportador,pedido,endereco_exportador,,,,pedido,,somente_leitura,Partes,Endereço do Exportador,Endereço do Exportador,json_extras_ou_detalhes_operacionais,endereco_exportador,lista_gtv
endereco_fabricante,pedido,endereco_fabricante,,,,pedido,,,Partes,Endereço do Fabricante,Endereço do Fabricante,json_extras_ou_detalhes_operacionais,endereco_fabricante,lista_gtv
endereco_ope,pedido,endereco_ope,,,,pedido,,,Partes,Endereço do OPE,Endereço do OPE,json_extras_ou_detalhes_operacionais,endereco_ope,lista_gtv
estado_exportador,pedido,estado_exportador,,,,pedido,,somente_leitura,Partes,Estado/Província do Exportador,Estado ou Província do Exportador,json_extras_ou_detalhes_operacionais,estado_exportador,lista_gtv
estado_fabricante,pedido,estado_fabricante,,,,pedido,,,Partes,Estado/Província do Fabricante,Estado ou Província do Fabricante,json_extras_ou_detalhes_operacionais,estado_fabricante,lista_gtv
estado_ope,pedido,estado_ope,,,,pedido,,,Partes,Estado do OPE,Estado/Província do OPE,json_extras_ou_detalhes_operacionais,estado_ope,lista_gtv
exportador_ou_fabricante,pedido,exportador_ou_fabricante,,,,pedido,,,Partes,Exportador/Fabricante?,Exportador ou Fabricante?,json_extras_ou_detalhes_operacionais,exportador_ou_fabricante,lista_gtv
,pedido,,id_exportacao_importador_pedido,,,pedido,String,,,,,coluna_prisma_sem_lista,id_exportacao_importador_pedido,somente_prisma
,pedido,,id_fabricante_pedido,,,pedido,String,,,,,coluna_prisma_sem_lista,id_fabricante_pedido,somente_prisma
,pedido,,id_importacao_exportador_pedido,,,pedido,String,,,,,coluna_prisma_sem_lista,id_importacao_exportador_pedido,somente_prisma
,pedido,,id_organizacao,,,pedido,String,,,,,coluna_prisma_sem_lista,id_organizacao,somente_prisma
,pedido,,id_pedido,,,pedido,String,,,,,coluna_prisma_sem_lista,id_pedido,somente_prisma
,pedido,,id_processo,,,pedido,String,,,,,coluna_prisma_sem_lista,id_processo,somente_prisma
,pedido,,id_status_pedido,,,pedido,String,,,,,coluna_prisma_sem_lista,id_status_pedido,somente_prisma
id_workspace,pedido,id_workspace,id_workspace,,id_workspace,pedido,String,,Identificação,Workspace,,coluna_pedido,id_workspace,lista_gtv
,pedido,,ids_origem_consolidacao_pedido,,,pedido,Json,,,,,coluna_prisma_sem_lista,ids_origem_consolidacao_pedido,somente_prisma
incoterm,pedido,incoterm,incoterm_pedido,,incoterm_item,pedido,String,alfanumerico,Financeiro,Incoterm,Incoterm,coluna_pedido,incoterm_pedido,lista_gtv
local_de_destino,pedido,local_de_destino,local_de_destino,,,pedido,String,alfanumerico,Logística,País de Destino,País de Destino,coluna_pedido,local_de_destino,lista_gtv
local_de_origem,pedido,local_de_origem,local_de_origem,,,pedido,String,alfanumerico,Logística,País de Origem,País de Origem,coluna_pedido,local_de_origem,lista_gtv
